NatDex,Geracao,Especie,Const,BaseOuForma,Familia,Flag,Tipos,NumInnates,Innates,FonteInnates,GruposOvo,JaReferenciadoNoJogo,Evidencia
369,3,Relicanth,SPECIES_RELICANTH,base,RELICANTH,Comum,"WATER, ROCK",3,"ABILITY_SOLID_ROCK, ABILITY_BATTLE_ARMOR, ABILITY_STAMINA",entrada,"EGG_GROUP_WATER_1, EGG_GROUP_WATER_2",gacha@src/game_corner_gacha.c,src/data/pokemon/species_info/gen_3_families.h:11897
370,3,Luvdisc,SPECIES_LUVDISC,base,LUVDISC,Comum,WATER,3,"ABILITY_DAZZLING, ABILITY_CUTE_CHARM, ABILITY_TRIAGE",entrada,EGG_GROUP_WATER_2,,src/data/pokemon/species_info/gen_3_families.h:11986
399,4,Bidoof,SPECIES_BIDOOF,base,BIDOOF,Comum,NORMAL,1,ABILITY_CHEEK_POUCH,entrada,"EGG_GROUP_WATER_1, EGG_GROUP_FIELD",,src/data/pokemon/species_info/gen_4_families.h:1024
400,4,Bibarel,SPECIES_BIBAREL,base,BIDOOF,Comum,"NORMAL, WATER",3,"ABILITY_CHEEK_POUCH, ABILITY_WATER_VEIL, ABILITY_STAKEOUT",entrada,"EGG_GROUP_WATER_1, EGG_GROUP_FIELD",,src/data/pokemon/species_info/gen_4_families.h:1112
401,4,Kricketot,SPECIES_KRICKETOT,base,KRICKETOT,Comum,BUG,1,ABILITY_SOUNDPROOF,entrada,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_4_families.h:1196
402,4,Kricketune,SPECIES_KRICKETUNE,base,KRICKETOT,Comum,BUG,3,"ABILITY_SOUNDPROOF, ABILITY_PUNK_ROCK, ABILITY_SHARPNESS",entrada,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_4_families.h:1294
408,4,Cranidos,SPECIES_CRANIDOS,base,CRANIDOS,Comum,ROCK,1,ABILITY_ROCK_HEAD,entrada,EGG_GROUP_MONSTER,,src/data/pokemon/species_info/gen_4_families.h:1641
409,4,Rampardos,SPECIES_RAMPARDOS,base,CRANIDOS,Comum,ROCK,3,"ABILITY_ROCK_HEAD, ABILITY_RECKLESS, ABILITY_TOUGH_CLAWS",entrada,EGG_GROUP_MONSTER,,src/data/pokemon/species_info/gen_4_families.h:1711
410,4,Shieldon,SPECIES_SHIELDON,base,SHIELDON,Comum,"ROCK, STEEL",1,ABILITY_BATTLE_ARMOR,entrada,EGG_GROUP_MONSTER,,src/data/pokemon/species_info/gen_4_families.h:1784
411,4,Bastiodon,SPECIES_BASTIODON,base,SHIELDON,Comum,"ROCK, STEEL",3,"ABILITY_BATTLE_ARMOR, ABILITY_FILTER, ABILITY_STEELWORKER",entrada,EGG_GROUP_MONSTER,,src/data/pokemon/species_info/gen_4_families.h:1855
412,4,Burmy,SPECIES_BURMY_PLANT,base,BURMY,Comum,BUG,1,ABILITY_SHIELD_DUST,entrada,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_4_families.h:1926
412,4,Burmy,SPECIES_BURMY_SANDY,forma,BURMY,Comum,BUG,1,ABILITY_SAND_VEIL,entrada,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_4_families.h:1997
412,4,Burmy,SPECIES_BURMY_TRASH,forma,BURMY,Comum,BUG,1,ABILITY_STICKY_HOLD,entrada,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_4_families.h:2068
413,4,Wormadam,SPECIES_WORMADAM_PLANT,base,BURMY,Comum,"BUG, GRASS",3,"ABILITY_SHIELD_DUST, ABILITY_SEED_SOWER, ABILITY_FILTER",entrada,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_4_families.h:2139
413,4,Wormadam,SPECIES_WORMADAM_SANDY,forma,BURMY,Comum,"BUG, GROUND",3,"ABILITY_SAND_VEIL, ABILITY_WATER_COMPACTION, ABILITY_FILTER",entrada,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_4_families.h:2207
413,4,Wormadam,SPECIES_WORMADAM_TRASH,forma,BURMY,Comum,"BUG, STEEL",3,"ABILITY_STICKY_HOLD, ABILITY_STEELWORKER, ABILITY_FILTER",entrada,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_4_families.h:2275
414,4,MOTHIM_PLANT,SPECIES_MOTHIM_PLANT,base,BURMY,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_4_families.h:2408
414,4,MOTHIM_SANDY,SPECIES_MOTHIM_SANDY,forma,BURMY,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_4_families.h:2409
414,4,MOTHIM_TRASH,SPECIES_MOTHIM_TRASH,forma,BURMY,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_4_families.h:2410
415,4,Combee,SPECIES_COMBEE,base,COMBEE,Comum,"BUG, FLYING",1,ABILITY_SWEET_VEIL,entrada,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_4_families.h:2414
416,4,Vespiquen,SPECIES_VESPIQUEN,base,COMBEE,Comum,"BUG, FLYING",3,"ABILITY_SWEET_VEIL, ABILITY_QUEENLY_MAJESTY, ABILITY_TINTED_LENS",entrada,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_4_families.h:2502
420,4,Cherubi,SPECIES_CHERUBI,base,CHERUBI,Comum,GRASS,1,ABILITY_SWEET_VEIL,entrada,"EGG_GROUP_FAIRY, EGG_GROUP_GRASS",,src/data/pokemon/species_info/gen_4_families.h:2838
421,4,Cherrim,SPECIES_CHERRIM_OVERCAST,base,CHERUBI,Comum,GRASS,2,"ABILITY_SWEET_VEIL, ABILITY_FLOWER_VEIL",entrada,"EGG_GROUP_FAIRY, EGG_GROUP_GRASS",,src/data/pokemon/species_info/gen_4_families.h:2917
421,4,Cherrim,SPECIES_CHERRIM_SUNSHINE,forma,CHERUBI,Comum,GRASS,3,"ABILITY_SWEET_VEIL, ABILITY_FLOWER_VEIL, ABILITY_SOLAR_POWER",entrada,"EGG_GROUP_FAIRY, EGG_GROUP_GRASS",,src/data/pokemon/species_info/gen_4_families.h:2992
431,4,Glameow,SPECIES_GLAMEOW,base,GLAMEOW,Comum,NORMAL,1,ABILITY_PICKPOCKET,entrada,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_4_families.h:3708
432,4,Purugly,SPECIES_PURUGLY,base,GLAMEOW,Comum,NORMAL,3,"ABILITY_PICKPOCKET, ABILITY_FUR_COAT, ABILITY_STAKEOUT",entrada,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_4_families.h:3779
434,4,Stunky,SPECIES_STUNKY,base,STUNKY,Comum,"POISON, DARK",1,ABILITY_POISON_TOUCH,entrada,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_4_families.h:3854
435,4,Skuntank,SPECIES_SKUNTANK,base,STUNKY,Comum,"POISON, DARK",3,"ABILITY_POISON_TOUCH, ABILITY_CORROSION, ABILITY_MERCILESS",entrada,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_4_families.h:3927
436,4,Bronzor,SPECIES_BRONZOR,base,BRONZOR,Comum,"STEEL, PSYCHIC",1,ABILITY_FILTER,entrada,EGG_GROUP_MINERAL,,src/data/pokemon/species_info/gen_4_families.h:3998
437,4,Bronzong,SPECIES_BRONZONG,base,BRONZOR,Comum,"STEEL, PSYCHIC",3,"ABILITY_FILTER, ABILITY_STEELWORKER, ABILITY_ANALYTIC",entrada,EGG_GROUP_MINERAL,,src/data/pokemon/species_info/gen_4_families.h:4077
441,4,Chatot,SPECIES_CHATOT,base,CHATOT,Comum,"NORMAL, FLYING",3,"ABILITY_PUNK_ROCK, ABILITY_DANCER, ABILITY_GALE_WINGS",entrada,EGG_GROUP_FLYING,,src/data/pokemon/species_info/gen_4_families.h:4153
453,4,Croagunk,SPECIES_CROAGUNK,base,CROAGUNK,Comum,"POISON, FIGHTING",1,ABILITY_MERCILESS,entrada,EGG_GROUP_HUMAN_LIKE,,src/data/pokemon/species_info/gen_4_families.h:5330
454,4,Toxicroak,SPECIES_TOXICROAK,base,CROAGUNK,Comum,"POISON, FIGHTING",3,"ABILITY_MERCILESS, ABILITY_TOUGH_CLAWS, ABILITY_POISON_HEAL",entrada,EGG_GROUP_HUMAN_LIKE,,src/data/pokemon/species_info/gen_4_families.h:5416
455,4,Carnivine,SPECIES_CARNIVINE,base,CARNIVINE,Comum,GRASS,3,"ABILITY_STRONG_JAW, ABILITY_STAKEOUT, ABILITY_SEED_SOWER",entrada,EGG_GROUP_GRASS,,src/data/pokemon/species_info/gen_4_families.h:5503
504,5,Patrat,SPECIES_PATRAT,base,PATRAT,Comum,NORMAL,0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:887
505,5,Watchog,SPECIES_WATCHOG,base,PATRAT,Comum,NORMAL,0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:956
506,5,Lillipup,SPECIES_LILLIPUP,base,LILLIPUP,Comum,NORMAL,0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:1030
507,5,Herdier,SPECIES_HERDIER,base,LILLIPUP,Comum,NORMAL,0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:1104
508,5,Stoutland,SPECIES_STOUTLAND,base,LILLIPUP,Comum,NORMAL,0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:1176
509,5,Purrloin,SPECIES_PURRLOIN,base,PURRLOIN,Comum,DARK,0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:1254
510,5,Liepard,SPECIES_LIEPARD,base,PURRLOIN,Comum,DARK,0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:1324
511,5,Pansage,SPECIES_PANSAGE,base,PANSAGE,Comum,GRASS,0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:1394
512,5,Simisage,SPECIES_SIMISAGE,base,PANSAGE,Comum,GRASS,0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:1466
513,5,Pansear,SPECIES_PANSEAR,base,PANSEAR,Comum,FIRE,0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:1536
514,5,Simisear,SPECIES_SIMISEAR,base,PANSEAR,Comum,FIRE,0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:1606
515,5,Panpour,SPECIES_PANPOUR,base,PANPOUR,Comum,WATER,0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:1679
516,5,Simipour,SPECIES_SIMIPOUR,base,PANPOUR,Comum,WATER,0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:1749
517,5,Munna,SPECIES_MUNNA,base,MUNNA,Comum,PSYCHIC,0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:1818
518,5,Musharna,SPECIES_MUSHARNA,base,MUNNA,Comum,PSYCHIC,0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:1894
519,5,Pidove,SPECIES_PIDOVE,base,PIDOVE,Comum,"NORMAL, FLYING",0,(nenhum),AUSENTE,EGG_GROUP_FLYING,,src/data/pokemon/species_info/gen_5_families.h:1967
520,5,Tranquill,SPECIES_TRANQUILL,base,PIDOVE,Comum,"NORMAL, FLYING",0,(nenhum),AUSENTE,EGG_GROUP_FLYING,,src/data/pokemon/species_info/gen_5_families.h:2038
521,5,Unfezant,SPECIES_UNFEZANT,base,PIDOVE,Comum,"NORMAL, FLYING",0,(nenhum),AUSENTE,EGG_GROUP_FLYING,,src/data/pokemon/species_info/gen_5_families.h:2107
522,5,Blitzle,SPECIES_BLITZLE,base,BLITZLE,Comum,ELECTRIC,0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:2203
523,5,Zebstrika,SPECIES_ZEBSTRIKA,base,BLITZLE,Comum,ELECTRIC,0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:2276
524,5,Roggenrola,SPECIES_ROGGENROLA,base,ROGGENROLA,Comum,ROCK,0,(nenhum),AUSENTE,EGG_GROUP_MINERAL,,src/data/pokemon/species_info/gen_5_families.h:2346
525,5,Boldore,SPECIES_BOLDORE,base,ROGGENROLA,Comum,ROCK,0,(nenhum),AUSENTE,EGG_GROUP_MINERAL,,src/data/pokemon/species_info/gen_5_families.h:2422
526,5,Gigalith,SPECIES_GIGALITH,base,ROGGENROLA,Comum,ROCK,0,(nenhum),AUSENTE,EGG_GROUP_MINERAL,,src/data/pokemon/species_info/gen_5_families.h:2502
527,5,Woobat,SPECIES_WOOBAT,base,WOOBAT,Comum,"PSYCHIC, FLYING",0,(nenhum),AUSENTE,"EGG_GROUP_FIELD, EGG_GROUP_FLYING",,src/data/pokemon/species_info/gen_5_families.h:2584
528,5,Swoobat,SPECIES_SWOOBAT,base,WOOBAT,Comum,"PSYCHIC, FLYING",0,(nenhum),AUSENTE,"EGG_GROUP_FIELD, EGG_GROUP_FLYING",,src/data/pokemon/species_info/gen_5_families.h:2671
532,5,Timburr,SPECIES_TIMBURR,base,TIMBURR,Comum,FIGHTING,0,(nenhum),AUSENTE,EGG_GROUP_HUMAN_LIKE,,src/data/pokemon/species_info/gen_5_families.h:3110
533,5,Gurdurr,SPECIES_GURDURR,base,TIMBURR,Comum,FIGHTING,0,(nenhum),AUSENTE,EGG_GROUP_HUMAN_LIKE,,src/data/pokemon/species_info/gen_5_families.h:3180
534,5,Conkeldurr,SPECIES_CONKELDURR,base,TIMBURR,Comum,FIGHTING,0,(nenhum),AUSENTE,EGG_GROUP_HUMAN_LIKE,,src/data/pokemon/species_info/gen_5_families.h:3254
535,5,Tympole,SPECIES_TYMPOLE,base,TYMPOLE,Comum,WATER,0,(nenhum),AUSENTE,EGG_GROUP_WATER_1,,src/data/pokemon/species_info/gen_5_families.h:3323
536,5,Palpitoad,SPECIES_PALPITOAD,base,TYMPOLE,Comum,"WATER, GROUND",0,(nenhum),AUSENTE,EGG_GROUP_WATER_1,,src/data/pokemon/species_info/gen_5_families.h:3392
537,5,Seismitoad,SPECIES_SEISMITOAD,base,TYMPOLE,Comum,"WATER, GROUND",0,(nenhum),AUSENTE,EGG_GROUP_WATER_1,,src/data/pokemon/species_info/gen_5_families.h:3463
538,5,Throh,SPECIES_THROH,base,THROH,Comum,FIGHTING,0,(nenhum),AUSENTE,EGG_GROUP_HUMAN_LIKE,,src/data/pokemon/species_info/gen_5_families.h:3543
539,5,Sawk,SPECIES_SAWK,base,SAWK,Comum,FIGHTING,0,(nenhum),AUSENTE,EGG_GROUP_HUMAN_LIKE,,src/data/pokemon/species_info/gen_5_families.h:3615
557,5,Dwebble,SPECIES_DWEBBLE,base,DWEBBLE,Comum,"BUG, ROCK",0,(nenhum),AUSENTE,"EGG_GROUP_BUG, EGG_GROUP_MINERAL",,src/data/pokemon/species_info/gen_5_families.h:5638
558,5,Crustle,SPECIES_CRUSTLE,base,DWEBBLE,Comum,"BUG, ROCK",0,(nenhum),AUSENTE,"EGG_GROUP_BUG, EGG_GROUP_MINERAL",,src/data/pokemon/species_info/gen_5_families.h:5715
561,5,Sigilyph,SPECIES_SIGILYPH,base,SIGILYPH,Comum,"PSYCHIC, FLYING",0,(nenhum),AUSENTE,EGG_GROUP_FLYING,,src/data/pokemon/species_info/gen_5_families.h:5998
564,5,Tirtouga,SPECIES_TIRTOUGA,base,TIRTOUGA,Comum,"WATER, ROCK",0,(nenhum),AUSENTE,"EGG_GROUP_WATER_1, EGG_GROUP_WATER_3",,src/data/pokemon/species_info/gen_5_families.h:6363
565,5,Carracosta,SPECIES_CARRACOSTA,base,TIRTOUGA,Comum,"WATER, ROCK",0,(nenhum),AUSENTE,"EGG_GROUP_WATER_1, EGG_GROUP_WATER_3",,src/data/pokemon/species_info/gen_5_families.h:6434
568,5,Trubbish,SPECIES_TRUBBISH,base,TRUBBISH,Comum,POISON,0,(nenhum),AUSENTE,EGG_GROUP_MINERAL,,src/data/pokemon/species_info/gen_5_families.h:6660
569,5,Garbodor,SPECIES_GARBODOR,base,TRUBBISH,Comum,POISON,0,(nenhum),AUSENTE,EGG_GROUP_MINERAL,,src/data/pokemon/species_info/gen_5_families.h:6731
569,5,Garbodor,SPECIES_GARBODOR_GMAX,forma,TRUBBISH,Comum,POISON,0,(nenhum),AUSENTE,EGG_GROUP_MINERAL,,src/data/pokemon/species_info/gen_5_families.h:6805
574,5,Gothita,SPECIES_GOTHITA,base,GOTHITA,Comum,PSYCHIC,0,(nenhum),AUSENTE,EGG_GROUP_HUMAN_LIKE,,src/data/pokemon/species_info/gen_5_families.h:7300
575,5,Gothorita,SPECIES_GOTHORITA,base,GOTHITA,Comum,PSYCHIC,0,(nenhum),AUSENTE,EGG_GROUP_HUMAN_LIKE,,src/data/pokemon/species_info/gen_5_families.h:7375
576,5,Gothitelle,SPECIES_GOTHITELLE,base,GOTHITA,Comum,PSYCHIC,0,(nenhum),AUSENTE,EGG_GROUP_HUMAN_LIKE,,src/data/pokemon/species_info/gen_5_families.h:7450
580,5,Ducklett,SPECIES_DUCKLETT,base,DUCKLETT,Comum,"WATER, FLYING",0,(nenhum),AUSENTE,"EGG_GROUP_WATER_1, EGG_GROUP_FLYING",,src/data/pokemon/species_info/gen_5_families.h:7745
581,5,Swanna,SPECIES_SWANNA,base,DUCKLETT,Comum,"WATER, FLYING",0,(nenhum),AUSENTE,"EGG_GROUP_WATER_1, EGG_GROUP_FLYING",,src/data/pokemon/species_info/gen_5_families.h:7820
582,5,Vanillite,SPECIES_VANILLITE,base,VANILLITE,Comum,ICE,0,(nenhum),AUSENTE,EGG_GROUP_MINERAL,,src/data/pokemon/species_info/gen_5_families.h:7889
583,5,Vanillish,SPECIES_VANILLISH,base,VANILLITE,Comum,ICE,0,(nenhum),AUSENTE,EGG_GROUP_MINERAL,,src/data/pokemon/species_info/gen_5_families.h:7966
584,5,Vanilluxe,SPECIES_VANILLUXE,base,VANILLITE,Comum,ICE,0,(nenhum),AUSENTE,EGG_GROUP_MINERAL,,src/data/pokemon/species_info/gen_5_families.h:8040
585,5,Deerling,SPECIES_DEERLING_AUTUMN,forma,DEERLING,Comum,"NORMAL, GRASS",0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:8250
585,5,Deerling,SPECIES_DEERLING_SPRING,base,DEERLING,Comum,"NORMAL, GRASS",0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:8116
585,5,Deerling,SPECIES_DEERLING_SUMMER,forma,DEERLING,Comum,"NORMAL, GRASS",0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:8183
585,5,Deerling,SPECIES_DEERLING_WINTER,forma,DEERLING,Comum,"NORMAL, GRASS",0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:8317
586,5,Sawsbuck,SPECIES_SAWSBUCK_AUTUMN,forma,DEERLING,Comum,"NORMAL, GRASS",0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:8514
586,5,Sawsbuck,SPECIES_SAWSBUCK_SPRING,base,DEERLING,Comum,"NORMAL, GRASS",0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:8384
586,5,Sawsbuck,SPECIES_SAWSBUCK_SUMMER,forma,DEERLING,Comum,"NORMAL, GRASS",0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:8449
586,5,Sawsbuck,SPECIES_SAWSBUCK_WINTER,forma,DEERLING,Comum,"NORMAL, GRASS",0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:8579
588,5,Karrablast,SPECIES_KARRABLAST,base,KARRABLAST,Comum,BUG,1,ABILITY_BATTLE_ARMOR,entrada,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_5_families.h:8721
589,5,Escavalier,SPECIES_ESCAVALIER,base,KARRABLAST,Comum,"BUG, STEEL",3,"ABILITY_MANEUVERABILITY, ABILITY_QUICK_FORGE, ABILITY_STAMINA",entrada,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_5_families.h:8791
590,5,Foongus,SPECIES_FOONGUS,base,FOONGUS,Comum,"GRASS, POISON",0,(nenhum),AUSENTE,EGG_GROUP_GRASS,,src/data/pokemon/species_info/gen_5_families.h:8862
591,5,Amoonguss,SPECIES_AMOONGUSS,base,FOONGUS,Comum,"GRASS, POISON",0,(nenhum),AUSENTE,EGG_GROUP_GRASS,,src/data/pokemon/species_info/gen_5_families.h:8936
592,5,Frillish,SPECIES_FRILLISH,base,FRILLISH,Comum,"WATER, GHOST",0,(nenhum),AUSENTE,EGG_GROUP_AMORPHOUS,,src/data/pokemon/species_info/gen_5_families.h:9012
593,5,Jellicent,SPECIES_JELLICENT,base,FRILLISH,Comum,"WATER, GHOST",0,(nenhum),AUSENTE,EGG_GROUP_AMORPHOUS,,src/data/pokemon/species_info/gen_5_families.h:9103
594,5,Alomomola,SPECIES_ALOMOMOLA,base,ALOMOMOLA,Comum,WATER,0,(nenhum),AUSENTE,"EGG_GROUP_WATER_1, EGG_GROUP_WATER_2",,src/data/pokemon/species_info/gen_5_families.h:9195
599,5,Klink,SPECIES_KLINK,base,KLINK,Comum,STEEL,0,(nenhum),AUSENTE,EGG_GROUP_MINERAL,,src/data/pokemon/species_info/gen_5_families.h:9568
600,5,Klang,SPECIES_KLANG,base,KLINK,Comum,STEEL,0,(nenhum),AUSENTE,EGG_GROUP_MINERAL,,src/data/pokemon/species_info/gen_5_families.h:9640
601,5,Klinklang,SPECIES_KLINKLANG,base,KLINK,Comum,STEEL,0,(nenhum),AUSENTE,EGG_GROUP_MINERAL,,src/data/pokemon/species_info/gen_5_families.h:9712
605,5,Elgyem,SPECIES_ELGYEM,base,ELGYEM,Comum,PSYCHIC,0,(nenhum),AUSENTE,EGG_GROUP_HUMAN_LIKE,,src/data/pokemon/species_info/gen_5_families.h:10081
606,5,Beheeyem,SPECIES_BEHEEYEM,base,ELGYEM,Comum,PSYCHIC,0,(nenhum),AUSENTE,EGG_GROUP_HUMAN_LIKE,,src/data/pokemon/species_info/gen_5_families.h:10156
613,5,Cubchoo,SPECIES_CUBCHOO,base,CUBCHOO,Comum,ICE,0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:10729
614,5,Beartic,SPECIES_BEARTIC,base,CUBCHOO,Comum,ICE,0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:10803
615,5,Cryogonal,SPECIES_CRYOGONAL,base,CRYOGONAL,Comum,ICE,0,(nenhum),AUSENTE,EGG_GROUP_MINERAL,,src/data/pokemon/species_info/gen_5_families.h:10878
616,5,Shelmet,SPECIES_SHELMET,base,SHELMET,Comum,BUG,0,(nenhum),AUSENTE,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_5_families.h:10952
617,5,Accelgor,SPECIES_ACCELGOR,base,SHELMET,Comum,BUG,0,(nenhum),AUSENTE,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_5_families.h:11024
621,5,Druddigon,SPECIES_DRUDDIGON,base,DRUDDIGON,Comum,DRAGON,0,(nenhum),AUSENTE,"EGG_GROUP_DRAGON, EGG_GROUP_MONSTER",,src/data/pokemon/species_info/gen_5_families.h:11384
626,5,Bouffalant,SPECIES_BOUFFALANT,base,BOUFFALANT,Comum,NORMAL,0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:11884
631,5,Heatmor,SPECIES_HEATMOR,base,HEATMOR,Comum,FIRE,0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_5_families.h:12317
632,5,Durant,SPECIES_DURANT,base,DURANT,Comum,"BUG, STEEL",0,(nenhum),AUSENTE,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_5_families.h:12387
659,6,Bunnelby,SPECIES_BUNNELBY,base,BUNNELBY,Comum,NORMAL,0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_6_families.h:975
660,6,Diggersby,SPECIES_DIGGERSBY,base,BUNNELBY,Comum,"NORMAL, GROUND",0,(nenhum),AUSENTE,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_6_families.h:1044
664,6,SCATTERBUG_ARCHIPELAGO,SPECIES_SCATTERBUG_ARCHIPELAGO,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1408
664,6,SCATTERBUG_CONTINENTAL,SPECIES_SCATTERBUG_CONTINENTAL,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1402
664,6,SCATTERBUG_ELEGANT,SPECIES_SCATTERBUG_ELEGANT,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1404
664,6,SCATTERBUG_FANCY,SPECIES_SCATTERBUG_FANCY,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1417
664,6,SCATTERBUG_GARDEN,SPECIES_SCATTERBUG_GARDEN,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1403
664,6,SCATTERBUG_HIGH_PLAINS,SPECIES_SCATTERBUG_HIGH_PLAINS,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1409
664,6,SCATTERBUG_ICY_SNOW,SPECIES_SCATTERBUG_ICY_SNOW,base,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1399
664,6,SCATTERBUG_JUNGLE,SPECIES_SCATTERBUG_JUNGLE,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1416
664,6,SCATTERBUG_MARINE,SPECIES_SCATTERBUG_MARINE,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1407
664,6,SCATTERBUG_MEADOW,SPECIES_SCATTERBUG_MEADOW,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1405
664,6,SCATTERBUG_MODERN,SPECIES_SCATTERBUG_MODERN,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1406
664,6,SCATTERBUG_MONSOON,SPECIES_SCATTERBUG_MONSOON,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1412
