phase,action,trainer_id,trainer,scope,decision,reason,guard,implementation_report
2,MIGRATE_CANONICAL_FROM_LEGACY_MAP,263,TRAINER_GLACIA,legacy_trigger,MIGRATE_KEEP_ID,Remove obsolete legacy-map trigger but preserve this canonical Rift ID: EverGrandeCity_GlaciasRoom,Rebuild/attach the canonical Rift battle before deleting old consumers,PENDENTE_MIGRACAO
2,MIGRATE_CANONICAL_FROM_LEGACY_MAP,734,TRAINER_MAXIE_MOSSDEEP,legacy_trigger,MIGRATE_KEEP_ID,Remove obsolete legacy-map trigger but preserve this canonical Rift ID: MossdeepCity_SpaceCenter_2F,Rebuild/attach the canonical Rift battle before deleting old consumers,PENDENTE_MIGRACAO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,1,TRAINER_SAWYER_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps and delete its party block: MtChimney,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,100,TRAINER_JULIE,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps and delete its party block: VictoryRoad_B2F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,105,TRAINER_PATRICIA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route110_TrickHousePuzzle7,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,106,TRAINER_KINDRA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route123,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,108,TRAINER_VALERIE_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MtPyre_6F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,109,TRAINER_TASHA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MtPyre_5F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,11,TRAINER_MARCEL,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route121,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,119,TRAINER_NAOMI,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: SSTidalCorridor|SSTidalRooms,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,124,TRAINER_MELISSA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MtChimney,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,125,TRAINER_SHEILA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MtChimney,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,136,TRAINER_WINSTON_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route104,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,137,TRAINER_MOLLIE,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route133,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,138,TRAINER_GARRET,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: SSTidalCorridor|SSTidalRooms,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,143,TRAINER_STEVE_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route114,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,144,TRAINER_THALIA_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: AbandonedShip_Rooms_1F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,151,TRAINER_LUIS,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route105,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,155,TRAINER_TONY_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route107,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,157,TRAINER_MATTHEW,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route108,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,158,TRAINER_DAVID,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps and delete its party block: Route109,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,161,TRAINER_NOLEN,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route125,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,165,TRAINER_RODNEY,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps and delete its party block: Route130,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,168,TRAINER_SANTIAGO,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route130,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,179,TRAINER_TAKAO,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: DewfordTown_Gym,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,182,TRAINER_KOICHI,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route115,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,183,TRAINER_NOB_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route115,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,188,TRAINER_YUJI,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route110_TrickHousePuzzle4,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,194,TRAINER_SHAWN,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps and delete its party block: MauvilleCity_Gym,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,201,TRAINER_COLE,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: LavaridgeTown_Gym_1F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,205,TRAINER_KEEGAN,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: LavaridgeTown_Gym_1F|LavaridgeTown_Gym_B1F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,218,TRAINER_TRAVIS,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route111,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,225,TRAINER_TAYLOR,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route119,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,234,TRAINER_VIRGIL,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps and delete its party block: MossdeepCity_Gym,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,243,TRAINER_JACLYN,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps and delete its party block: Route110,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,246,TRAINER_MAURA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MossdeepCity_Gym,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,247,TRAINER_KAYLA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MtPyre_3F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,254,TRAINER_WALTER_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route121,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,255,TRAINER_MICAH,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: SSTidalCorridor|SSTidalRooms,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,256,TRAINER_THOMAS,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps and delete its party block: SSTidalCorridor|SSTidalRooms,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,262,TRAINER_PHOEBE,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: EverGrandeCity_PhoebesRoom,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,265,TRAINER_ROXANNE_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: RustboroCity_Gym,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,267,TRAINER_WATTSON_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MauvilleCity_Gym,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,269,TRAINER_NORMAN_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: PetalburgCity_Gym,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,270,TRAINER_WINONA_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: FortreeCity_Gym,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,271,TRAINER_TATE_AND_LIZA_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MossdeepCity_Gym,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,272,TRAINER_JUAN_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: SootopolisCity_Gym_1F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,281,TRAINER_GEORGIA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps and delete its party block: Route110_TrickHousePuzzle2,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,286,TRAINER_KATE_AND_JOY,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route121,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,287,TRAINER_ANNA_AND_MEG_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route117,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,292,TRAINER_VICTOR,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route111,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,293,TRAINER_MIGUEL_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route103,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,30,TRAINER_MATT,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: AquaHideout_B2F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,300,TRAINER_VANESSA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route121,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,301,TRAINER_BETHANY,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps and delete its party block: SootopolisCity_Gym_B1F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,307,TRAINER_TIMOTHY_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route115,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,31,TRAINER_ZANDER,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MtPyre_2F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,312,TRAINER_VICKY,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route111,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,313,TRAINER_SHELBY_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MtChimney,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,323,TRAINER_BEN,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps and delete its party block: MauvilleCity_Gym,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,324,TRAINER_QUINCY,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: VictoryRoad_1F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,325,TRAINER_KATELYNN,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: VictoryRoad_1F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,334,TRAINER_TIMMY,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route110,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,335,TRAINER_WALLACE,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: EverGrandeCity_ChampionsRoom,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,338,TRAINER_CLAUDE,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route114,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,340,TRAINER_NED,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps and delete its party block: Route106,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,341,TRAINER_DALE,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps and delete its party block: Route110,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,342,TRAINER_NOLAN,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route114,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,35,TRAINER_LEAH,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MtPyre_2F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,353,TRAINER_BENJAMIN_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route110,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,359,TRAINER_JASMINE,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route110,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,369,TRAINER_MARIA_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route117,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,377,TRAINER_PABLO_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route126,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,385,TRAINER_TALIA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route131,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,386,TRAINER_KATELYN_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route128,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,39,TRAINER_VIOLET,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route123,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,392,TRAINER_NICOLAS_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MeteorFalls_1F_2R,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,403,TRAINER_PRESLEY,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route125,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,406,TRAINER_ROBERT_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route120,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,415,TRAINER_YASU,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route119,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,416,TRAINER_TAKASHI,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route119,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,418,TRAINER_JANI,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: AbandonedShip_Rooms2_1F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,419,TRAINER_LAO_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route113,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,425,TRAINER_JOCELYN,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: DewfordTown_Gym,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,434,TRAINER_MADELINE_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route113,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,436,TRAINER_ANGELICA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps and delete its party block: Route120,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,443,TRAINER_KYLA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route106,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,446,TRAINER_TARA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps and delete its party block: Route108,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,447,TRAINER_MISSY,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route108,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,454,TRAINER_BRENDA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps and delete its party block: Route126,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,455,TRAINER_KATIE,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps and delete its party block: Route130,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,459,TRAINER_SIENNA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route126,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,463,TRAINER_LAUREL,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route134,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,472,TRAINER_NANCY,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route114,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,484,TRAINER_MIU_AND_YUKI,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route123,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,501,TRAINER_ELI,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: LavaridgeTown_Gym_1F|LavaridgeTown_Gym_B1F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,504,TRAINER_JONAS,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route123,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,505,TRAINER_KAYLEY,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route123,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,507,TRAINER_KELVIN,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route134,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,508,TRAINER_MARLEY,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route134,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,509,TRAINER_REYNA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route134,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
