row,NatDex,Geracao,Familia,Especie_Forma,Constante,Arquivo,TipoEdicao,MacroOuStruct,AbilitiesNaturaisReais,InnatesAplicadas,InnatesSugeridasPlanilha,Status,Observacao
79,617,5,SHELMET,Accelgor,SPECIES_ACCELGOR,src/data/pokemon/species_info/gen_5_families.h,direct,SPECIES_ACCELGOR,"ABILITY_HYDRATION, ABILITY_STICKY_HOLD, ABILITY_UNBURDEN","ABILITY_MANEUVERABILITY, ABILITY_COMPOUND_EYES, ABILITY_TINTED_LENS","ABILITY_MANEUVERABILITY, ABILITY_COMPOUND_EYES, ABILITY_TINTED_LENS",implementado,
80,621,5,DRUDDIGON,Druddigon,SPECIES_DRUDDIGON,src/data/pokemon/species_info/gen_5_families.h,direct,SPECIES_DRUDDIGON,"ABILITY_ROUGH_SKIN, ABILITY_SHEER_FORCE, ABILITY_MOLD_BREAKER","ABILITY_BATTLE_ARMOR, ABILITY_REACTIVE, ABILITY_BREAKING_PRESENCE","ABILITY_BATTLE_ARMOR, ABILITY_REACTIVE, ABILITY_BREAKING_PRESENCE",implementado,
81,626,5,BOUFFALANT,Bouffalant,SPECIES_BOUFFALANT,src/data/pokemon/species_info/gen_5_families.h,direct,SPECIES_BOUFFALANT,"ABILITY_RECKLESS, ABILITY_SAP_SIPPER, ABILITY_SOUNDPROOF","ABILITY_ROCK_HEAD, ABILITY_UNDERDOG, ABILITY_PACK_LEADER","ABILITY_ROCK_HEAD, ABILITY_UNDERDOG, ABILITY_PACK_LEADER",implementado,
82,631,5,HEATMOR,Heatmor,SPECIES_HEATMOR,src/data/pokemon/species_info/gen_5_families.h,direct,SPECIES_HEATMOR,"ABILITY_GLUTTONY, ABILITY_FLASH_FIRE, ABILITY_WHITE_SMOKE","ABILITY_STAKEOUT, ABILITY_TOUGH_CLAWS, ABILITY_BRAND_OF_TORMENT","ABILITY_STAKEOUT, ABILITY_TOUGH_CLAWS, ABILITY_BRAND_OF_TORMENT",implementado,
83,632,5,DURANT,Durant,SPECIES_DURANT,src/data/pokemon/species_info/gen_5_families.h,direct,SPECIES_DURANT,"ABILITY_SWARM, ABILITY_HUSTLE, ABILITY_TRUANT","ABILITY_COMPOUND_EYES, ABILITY_BATTLE_ARMOR, ABILITY_TINTED_LENS","ABILITY_COMPOUND_EYES, ABILITY_BATTLE_ARMOR, ABILITY_TINTED_LENS",implementado,
84,659,6,BUNNELBY,Bunnelby,SPECIES_BUNNELBY,src/data/pokemon/species_info/gen_6_families.h,direct,SPECIES_BUNNELBY,"ABILITY_PICKUP, ABILITY_CHEEK_POUCH, ABILITY_HUGE_POWER",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
85,660,6,BUNNELBY,Diggersby,SPECIES_DIGGERSBY,src/data/pokemon/species_info/gen_6_families.h,direct,SPECIES_DIGGERSBY,"ABILITY_PICKUP, ABILITY_CHEEK_POUCH, ABILITY_HUGE_POWER","ABILITY_UNDERDOG, ABILITY_PACK_LEADER, ABILITY_GENERALIST","ABILITY_UNDERDOG, ABILITY_PACK_LEADER, ABILITY_GENERALIST",implementado,
86,664,6,SCATTERBUG,SCATTERBUG_ARCHIPELAGO,SPECIES_SCATTERBUG_ARCHIPELAGO,src/data/pokemon/species_info/gen_6_families.h,macro,SCATTERBUG_SPECIES_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
87,664,6,SCATTERBUG,SCATTERBUG_CONTINENTAL,SPECIES_SCATTERBUG_CONTINENTAL,src/data/pokemon/species_info/gen_6_families.h,macro,SCATTERBUG_SPECIES_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
88,664,6,SCATTERBUG,SCATTERBUG_ELEGANT,SPECIES_SCATTERBUG_ELEGANT,src/data/pokemon/species_info/gen_6_families.h,macro,SCATTERBUG_SPECIES_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
89,664,6,SCATTERBUG,SCATTERBUG_FANCY,SPECIES_SCATTERBUG_FANCY,src/data/pokemon/species_info/gen_6_families.h,macro,SCATTERBUG_SPECIES_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
90,664,6,SCATTERBUG,SCATTERBUG_GARDEN,SPECIES_SCATTERBUG_GARDEN,src/data/pokemon/species_info/gen_6_families.h,macro,SCATTERBUG_SPECIES_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
91,664,6,SCATTERBUG,SCATTERBUG_HIGH_PLAINS,SPECIES_SCATTERBUG_HIGH_PLAINS,src/data/pokemon/species_info/gen_6_families.h,macro,SCATTERBUG_SPECIES_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
92,664,6,SCATTERBUG,SCATTERBUG_ICY_SNOW,SPECIES_SCATTERBUG_ICY_SNOW,src/data/pokemon/species_info/gen_6_families.h,macro,SCATTERBUG_SPECIES_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
93,664,6,SCATTERBUG,SCATTERBUG_JUNGLE,SPECIES_SCATTERBUG_JUNGLE,src/data/pokemon/species_info/gen_6_families.h,macro,SCATTERBUG_SPECIES_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
94,664,6,SCATTERBUG,SCATTERBUG_MARINE,SPECIES_SCATTERBUG_MARINE,src/data/pokemon/species_info/gen_6_families.h,macro,SCATTERBUG_SPECIES_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
95,664,6,SCATTERBUG,SCATTERBUG_MEADOW,SPECIES_SCATTERBUG_MEADOW,src/data/pokemon/species_info/gen_6_families.h,macro,SCATTERBUG_SPECIES_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
96,664,6,SCATTERBUG,SCATTERBUG_MODERN,SPECIES_SCATTERBUG_MODERN,src/data/pokemon/species_info/gen_6_families.h,macro,SCATTERBUG_SPECIES_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
97,664,6,SCATTERBUG,SCATTERBUG_MONSOON,SPECIES_SCATTERBUG_MONSOON,src/data/pokemon/species_info/gen_6_families.h,macro,SCATTERBUG_SPECIES_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
98,664,6,SCATTERBUG,SCATTERBUG_OCEAN,SPECIES_SCATTERBUG_OCEAN,src/data/pokemon/species_info/gen_6_families.h,macro,SCATTERBUG_SPECIES_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
99,664,6,SCATTERBUG,SCATTERBUG_POLAR,SPECIES_SCATTERBUG_POLAR,src/data/pokemon/species_info/gen_6_families.h,macro,SCATTERBUG_SPECIES_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
100,664,6,SCATTERBUG,SCATTERBUG_RIVER,SPECIES_SCATTERBUG_RIVER,src/data/pokemon/species_info/gen_6_families.h,macro,SCATTERBUG_SPECIES_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
101,664,6,SCATTERBUG,SCATTERBUG_SANDSTORM,SPECIES_SCATTERBUG_SANDSTORM,src/data/pokemon/species_info/gen_6_families.h,macro,SCATTERBUG_SPECIES_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
102,664,6,SCATTERBUG,SCATTERBUG_SAVANNA,SPECIES_SCATTERBUG_SAVANNA,src/data/pokemon/species_info/gen_6_families.h,macro,SCATTERBUG_SPECIES_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
103,664,6,SCATTERBUG,SCATTERBUG_SUN,SPECIES_SCATTERBUG_SUN,src/data/pokemon/species_info/gen_6_families.h,macro,SCATTERBUG_SPECIES_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
104,664,6,SCATTERBUG,SCATTERBUG_TUNDRA,SPECIES_SCATTERBUG_TUNDRA,src/data/pokemon/species_info/gen_6_families.h,macro,SCATTERBUG_SPECIES_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
105,665,6,SCATTERBUG,Spewpa,SPECIES_SCATTERBUG_POKEBALL,src/data/pokemon/species_info/gen_6_families.h,macro,SCATTERBUG_SPECIES_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_SHED_SKIN,implementado (valor da familia/macro),"Linha da planilha sugeria ABILITY_SHED_SKIN isoladamente; forma compartilha macro SCATTERBUG_SPECIES_INFO com as demais 19 formas (todas ABILITY_UNDERDOG); nao ha struct separada para variantes Poke Ball, entao foi mantido o valor da familia."
106,665,6,SCATTERBUG,SPEWPA_ARCHIPELAGO,SPECIES_SPEWPA_ARCHIPELAGO,src/data/pokemon/species_info/gen_6_families.h,macro,SPEWPA_SPECIES_INFO,"ABILITY_SHED_SKIN, ABILITY_NONE, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
107,665,6,SCATTERBUG,SPEWPA_CONTINENTAL,SPECIES_SPEWPA_CONTINENTAL,src/data/pokemon/species_info/gen_6_families.h,macro,SPEWPA_SPECIES_INFO,"ABILITY_SHED_SKIN, ABILITY_NONE, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
108,665,6,SCATTERBUG,SPEWPA_ELEGANT,SPECIES_SPEWPA_ELEGANT,src/data/pokemon/species_info/gen_6_families.h,macro,SPEWPA_SPECIES_INFO,"ABILITY_SHED_SKIN, ABILITY_NONE, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
109,665,6,SCATTERBUG,SPEWPA_FANCY,SPECIES_SPEWPA_FANCY,src/data/pokemon/species_info/gen_6_families.h,macro,SPEWPA_SPECIES_INFO,"ABILITY_SHED_SKIN, ABILITY_NONE, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
110,665,6,SCATTERBUG,SPEWPA_GARDEN,SPECIES_SPEWPA_GARDEN,src/data/pokemon/species_info/gen_6_families.h,macro,SPEWPA_SPECIES_INFO,"ABILITY_SHED_SKIN, ABILITY_NONE, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
111,665,6,SCATTERBUG,SPEWPA_HIGH_PLAINS,SPECIES_SPEWPA_HIGH_PLAINS,src/data/pokemon/species_info/gen_6_families.h,macro,SPEWPA_SPECIES_INFO,"ABILITY_SHED_SKIN, ABILITY_NONE, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
112,665,6,SCATTERBUG,SPEWPA_ICY_SNOW,SPECIES_SPEWPA_ICY_SNOW,src/data/pokemon/species_info/gen_6_families.h,macro,SPEWPA_SPECIES_INFO,"ABILITY_SHED_SKIN, ABILITY_NONE, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
113,665,6,SCATTERBUG,SPEWPA_JUNGLE,SPECIES_SPEWPA_JUNGLE,src/data/pokemon/species_info/gen_6_families.h,macro,SPEWPA_SPECIES_INFO,"ABILITY_SHED_SKIN, ABILITY_NONE, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
114,665,6,SCATTERBUG,SPEWPA_MARINE,SPECIES_SPEWPA_MARINE,src/data/pokemon/species_info/gen_6_families.h,macro,SPEWPA_SPECIES_INFO,"ABILITY_SHED_SKIN, ABILITY_NONE, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
115,665,6,SCATTERBUG,SPEWPA_MEADOW,SPECIES_SPEWPA_MEADOW,src/data/pokemon/species_info/gen_6_families.h,macro,SPEWPA_SPECIES_INFO,"ABILITY_SHED_SKIN, ABILITY_NONE, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
116,665,6,SCATTERBUG,SPEWPA_MODERN,SPECIES_SPEWPA_MODERN,src/data/pokemon/species_info/gen_6_families.h,macro,SPEWPA_SPECIES_INFO,"ABILITY_SHED_SKIN, ABILITY_NONE, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
117,665,6,SCATTERBUG,SPEWPA_MONSOON,SPECIES_SPEWPA_MONSOON,src/data/pokemon/species_info/gen_6_families.h,macro,SPEWPA_SPECIES_INFO,"ABILITY_SHED_SKIN, ABILITY_NONE, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
118,665,6,SCATTERBUG,SPEWPA_OCEAN,SPECIES_SPEWPA_OCEAN,src/data/pokemon/species_info/gen_6_families.h,macro,SPEWPA_SPECIES_INFO,"ABILITY_SHED_SKIN, ABILITY_NONE, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
119,665,6,SCATTERBUG,SPEWPA_POLAR,SPECIES_SPEWPA_POLAR,src/data/pokemon/species_info/gen_6_families.h,macro,SPEWPA_SPECIES_INFO,"ABILITY_SHED_SKIN, ABILITY_NONE, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
120,665,6,SCATTERBUG,SPEWPA_RIVER,SPECIES_SPEWPA_RIVER,src/data/pokemon/species_info/gen_6_families.h,macro,SPEWPA_SPECIES_INFO,"ABILITY_SHED_SKIN, ABILITY_NONE, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
121,665,6,SCATTERBUG,SPEWPA_SANDSTORM,SPECIES_SPEWPA_SANDSTORM,src/data/pokemon/species_info/gen_6_families.h,macro,SPEWPA_SPECIES_INFO,"ABILITY_SHED_SKIN, ABILITY_NONE, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
122,665,6,SCATTERBUG,SPEWPA_SAVANNA,SPECIES_SPEWPA_SAVANNA,src/data/pokemon/species_info/gen_6_families.h,macro,SPEWPA_SPECIES_INFO,"ABILITY_SHED_SKIN, ABILITY_NONE, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
123,665,6,SCATTERBUG,SPEWPA_SUN,SPECIES_SPEWPA_SUN,src/data/pokemon/species_info/gen_6_families.h,macro,SPEWPA_SPECIES_INFO,"ABILITY_SHED_SKIN, ABILITY_NONE, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
124,665,6,SCATTERBUG,SPEWPA_TUNDRA,SPECIES_SPEWPA_TUNDRA,src/data/pokemon/species_info/gen_6_families.h,macro,SPEWPA_SPECIES_INFO,"ABILITY_SHED_SKIN, ABILITY_NONE, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,ABILITY_UNDERDOG,implementado,
125,666,6,SCATTERBUG,Vivillon,SPECIES_SPEWPA_POKEBALL,src/data/pokemon/species_info/gen_6_families.h,macro,SPEWPA_SPECIES_INFO,"ABILITY_SHED_SKIN, ABILITY_NONE, ABILITY_FRIEND_GUARD",ABILITY_UNDERDOG,"ABILITY_COMPOUND_EYES, ABILITY_SHIELD_DUST, ABILITY_TINTED_LENS",implementado (valor da familia/macro),"Linha da planilha (rotulada erroneamente como Vivillon) sugeria o trio de innates de Vivillon; forma compartilha macro SPEWPA_SPECIES_INFO com as demais 19 formas (todas ABILITY_UNDERDOG); nao ha struct separada para variantes Poke Ball, entao foi mantido o valor da familia."
126,666,6,SCATTERBUG,VIVILLON_ARCHIPELAGO,SPECIES_VIVILLON_ARCHIPELAGO,src/data/pokemon/species_info/gen_6_families.h,macro,VIVILLON_MISC_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD","ABILITY_TINTED_LENS, ABILITY_WINDCALLER, ABILITY_MANEUVERABILITY","ABILITY_COMPOUND_EYES, ABILITY_SHIELD_DUST, ABILITY_TINTED_LENS",implementado (override do usuario),"Sugestao original da planilha (COMPOUND_EYES, SHIELD_DUST, TINTED_LENS) duplicava abilities naturais reais (SHIELD_DUST, COMPOUND_EYES); usuario definiu novo conjunto sem conflito: TINTED_LENS, WINDCALLER, MANEUVERABILITY."
127,666,6,SCATTERBUG,VIVILLON_CONTINENTAL,SPECIES_VIVILLON_CONTINENTAL,src/data/pokemon/species_info/gen_6_families.h,macro,VIVILLON_MISC_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD","ABILITY_TINTED_LENS, ABILITY_WINDCALLER, ABILITY_MANEUVERABILITY","ABILITY_COMPOUND_EYES, ABILITY_SHIELD_DUST, ABILITY_TINTED_LENS",implementado (override do usuario),"Sugestao original da planilha (COMPOUND_EYES, SHIELD_DUST, TINTED_LENS) duplicava abilities naturais reais (SHIELD_DUST, COMPOUND_EYES); usuario definiu novo conjunto sem conflito: TINTED_LENS, WINDCALLER, MANEUVERABILITY."
128,666,6,SCATTERBUG,VIVILLON_ELEGANT,SPECIES_VIVILLON_ELEGANT,src/data/pokemon/species_info/gen_6_families.h,macro,VIVILLON_MISC_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD","ABILITY_TINTED_LENS, ABILITY_WINDCALLER, ABILITY_MANEUVERABILITY","ABILITY_COMPOUND_EYES, ABILITY_SHIELD_DUST, ABILITY_TINTED_LENS",implementado (override do usuario),"Sugestao original da planilha (COMPOUND_EYES, SHIELD_DUST, TINTED_LENS) duplicava abilities naturais reais (SHIELD_DUST, COMPOUND_EYES); usuario definiu novo conjunto sem conflito: TINTED_LENS, WINDCALLER, MANEUVERABILITY."
129,666,6,SCATTERBUG,VIVILLON_FANCY,SPECIES_VIVILLON_FANCY,src/data/pokemon/species_info/gen_6_families.h,macro,VIVILLON_MISC_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD","ABILITY_TINTED_LENS, ABILITY_WINDCALLER, ABILITY_MANEUVERABILITY","ABILITY_COMPOUND_EYES, ABILITY_SHIELD_DUST, ABILITY_TINTED_LENS",implementado (override do usuario),"Sugestao original da planilha (COMPOUND_EYES, SHIELD_DUST, TINTED_LENS) duplicava abilities naturais reais (SHIELD_DUST, COMPOUND_EYES); usuario definiu novo conjunto sem conflito: TINTED_LENS, WINDCALLER, MANEUVERABILITY."
130,666,6,SCATTERBUG,VIVILLON_GARDEN,SPECIES_VIVILLON_GARDEN,src/data/pokemon/species_info/gen_6_families.h,macro,VIVILLON_MISC_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD","ABILITY_TINTED_LENS, ABILITY_WINDCALLER, ABILITY_MANEUVERABILITY","ABILITY_COMPOUND_EYES, ABILITY_SHIELD_DUST, ABILITY_TINTED_LENS",implementado (override do usuario),"Sugestao original da planilha (COMPOUND_EYES, SHIELD_DUST, TINTED_LENS) duplicava abilities naturais reais (SHIELD_DUST, COMPOUND_EYES); usuario definiu novo conjunto sem conflito: TINTED_LENS, WINDCALLER, MANEUVERABILITY."
131,666,6,SCATTERBUG,VIVILLON_HIGH_PLAINS,SPECIES_VIVILLON_HIGH_PLAINS,src/data/pokemon/species_info/gen_6_families.h,macro,VIVILLON_MISC_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD","ABILITY_TINTED_LENS, ABILITY_WINDCALLER, ABILITY_MANEUVERABILITY","ABILITY_COMPOUND_EYES, ABILITY_SHIELD_DUST, ABILITY_TINTED_LENS",implementado (override do usuario),"Sugestao original da planilha (COMPOUND_EYES, SHIELD_DUST, TINTED_LENS) duplicava abilities naturais reais (SHIELD_DUST, COMPOUND_EYES); usuario definiu novo conjunto sem conflito: TINTED_LENS, WINDCALLER, MANEUVERABILITY."
132,666,6,SCATTERBUG,VIVILLON_ICY_SNOW,SPECIES_VIVILLON_ICY_SNOW,src/data/pokemon/species_info/gen_6_families.h,macro,VIVILLON_MISC_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD","ABILITY_TINTED_LENS, ABILITY_WINDCALLER, ABILITY_MANEUVERABILITY","ABILITY_COMPOUND_EYES, ABILITY_SHIELD_DUST, ABILITY_TINTED_LENS",implementado (override do usuario),"Sugestao original da planilha (COMPOUND_EYES, SHIELD_DUST, TINTED_LENS) duplicava abilities naturais reais (SHIELD_DUST, COMPOUND_EYES); usuario definiu novo conjunto sem conflito: TINTED_LENS, WINDCALLER, MANEUVERABILITY."
133,666,6,SCATTERBUG,VIVILLON_JUNGLE,SPECIES_VIVILLON_JUNGLE,src/data/pokemon/species_info/gen_6_families.h,macro,VIVILLON_MISC_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD","ABILITY_TINTED_LENS, ABILITY_WINDCALLER, ABILITY_MANEUVERABILITY","ABILITY_COMPOUND_EYES, ABILITY_SHIELD_DUST, ABILITY_TINTED_LENS",implementado (override do usuario),"Sugestao original da planilha (COMPOUND_EYES, SHIELD_DUST, TINTED_LENS) duplicava abilities naturais reais (SHIELD_DUST, COMPOUND_EYES); usuario definiu novo conjunto sem conflito: TINTED_LENS, WINDCALLER, MANEUVERABILITY."
134,666,6,SCATTERBUG,VIVILLON_MARINE,SPECIES_VIVILLON_MARINE,src/data/pokemon/species_info/gen_6_families.h,macro,VIVILLON_MISC_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD","ABILITY_TINTED_LENS, ABILITY_WINDCALLER, ABILITY_MANEUVERABILITY","ABILITY_COMPOUND_EYES, ABILITY_SHIELD_DUST, ABILITY_TINTED_LENS",implementado (override do usuario),"Sugestao original da planilha (COMPOUND_EYES, SHIELD_DUST, TINTED_LENS) duplicava abilities naturais reais (SHIELD_DUST, COMPOUND_EYES); usuario definiu novo conjunto sem conflito: TINTED_LENS, WINDCALLER, MANEUVERABILITY."
135,666,6,SCATTERBUG,VIVILLON_MEADOW,SPECIES_VIVILLON_MEADOW,src/data/pokemon/species_info/gen_6_families.h,macro,VIVILLON_MISC_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD","ABILITY_TINTED_LENS, ABILITY_WINDCALLER, ABILITY_MANEUVERABILITY","ABILITY_COMPOUND_EYES, ABILITY_SHIELD_DUST, ABILITY_TINTED_LENS",implementado (override do usuario),"Sugestao original da planilha (COMPOUND_EYES, SHIELD_DUST, TINTED_LENS) duplicava abilities naturais reais (SHIELD_DUST, COMPOUND_EYES); usuario definiu novo conjunto sem conflito: TINTED_LENS, WINDCALLER, MANEUVERABILITY."
136,666,6,SCATTERBUG,VIVILLON_MODERN,SPECIES_VIVILLON_MODERN,src/data/pokemon/species_info/gen_6_families.h,macro,VIVILLON_MISC_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD","ABILITY_TINTED_LENS, ABILITY_WINDCALLER, ABILITY_MANEUVERABILITY","ABILITY_COMPOUND_EYES, ABILITY_SHIELD_DUST, ABILITY_TINTED_LENS",implementado (override do usuario),"Sugestao original da planilha (COMPOUND_EYES, SHIELD_DUST, TINTED_LENS) duplicava abilities naturais reais (SHIELD_DUST, COMPOUND_EYES); usuario definiu novo conjunto sem conflito: TINTED_LENS, WINDCALLER, MANEUVERABILITY."
137,666,6,SCATTERBUG,VIVILLON_MONSOON,SPECIES_VIVILLON_MONSOON,src/data/pokemon/species_info/gen_6_families.h,macro,VIVILLON_MISC_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD","ABILITY_TINTED_LENS, ABILITY_WINDCALLER, ABILITY_MANEUVERABILITY","ABILITY_COMPOUND_EYES, ABILITY_SHIELD_DUST, ABILITY_TINTED_LENS",implementado (override do usuario),"Sugestao original da planilha (COMPOUND_EYES, SHIELD_DUST, TINTED_LENS) duplicava abilities naturais reais (SHIELD_DUST, COMPOUND_EYES); usuario definiu novo conjunto sem conflito: TINTED_LENS, WINDCALLER, MANEUVERABILITY."
138,666,6,SCATTERBUG,VIVILLON_OCEAN,SPECIES_VIVILLON_OCEAN,src/data/pokemon/species_info/gen_6_families.h,macro,VIVILLON_MISC_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD","ABILITY_TINTED_LENS, ABILITY_WINDCALLER, ABILITY_MANEUVERABILITY","ABILITY_COMPOUND_EYES, ABILITY_SHIELD_DUST, ABILITY_TINTED_LENS",implementado (override do usuario),"Sugestao original da planilha (COMPOUND_EYES, SHIELD_DUST, TINTED_LENS) duplicava abilities naturais reais (SHIELD_DUST, COMPOUND_EYES); usuario definiu novo conjunto sem conflito: TINTED_LENS, WINDCALLER, MANEUVERABILITY."
139,666,6,SCATTERBUG,VIVILLON_POKEBALL,SPECIES_VIVILLON_POKEBALL,src/data/pokemon/species_info/gen_6_families.h,macro,VIVILLON_MISC_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD","ABILITY_TINTED_LENS, ABILITY_WINDCALLER, ABILITY_MANEUVERABILITY","ABILITY_COMPOUND_EYES, ABILITY_SHIELD_DUST, ABILITY_TINTED_LENS",implementado (override do usuario),"Sugestao original da planilha (COMPOUND_EYES, SHIELD_DUST, TINTED_LENS) duplicava abilities naturais reais (SHIELD_DUST, COMPOUND_EYES); usuario definiu novo conjunto sem conflito: TINTED_LENS, WINDCALLER, MANEUVERABILITY."
