id,name,has_party,used_map_script,used_other_system,status,accessible,reason
230,TRAINER_RED_1,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
231,TRAINER_RED_2,Yes,No,Rematch/MatchCall,OK,Yes,Has party and is triggered via: Rematch/MatchCall
232,TRAINER_EDWARD,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
233,TRAINER_PRESTON,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
234,TRAINER_VIRGIL,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
235,TRAINER_BLAKE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
236,TRAINER_WILLIAM,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
237,TRAINER_JOSHUA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
238,TRAINER_GAVEN,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
239,TRAINER_GINA,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
240,TRAINER_GLENN,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
241,TRAINER_GORDON,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
242,TRAINER_GREGG,Yes,No,Rematch/MatchCall,OK,Yes,Has party and is triggered via: Rematch/MatchCall
243,TRAINER_JACLYN,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
244,TRAINER_PRYCE_2,Yes,Yes,BattleDome/PWT,OK,Yes,Has party and is triggered by a map trainerbattle script
245,TRAINER_SAMANTHA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
246,TRAINER_MAURA,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
247,TRAINER_KAYLA,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
248,TRAINER_BENJAMIN,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
249,TRAINER_LANCE_1,Yes,Yes,Rematch/MatchCall|BattleDome/PWT,OK,Yes,Has party and is triggered by a map trainerbattle script
250,TRAINER_LANCE_2,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
251,TRAINER_RIVAL_CHIKORITA_1,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
252,TRAINER_RIVAL_CHIKORITA_2,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
253,TRAINER_RIVAL_CHIKORITA_3,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
254,TRAINER_WALTER_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
255,TRAINER_MICAH,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
256,TRAINER_THOMAS,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
257,TRAINER_WALTER_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
258,TRAINER_WALTER_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
259,TRAINER_WALTER_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
260,TRAINER_WALTER_5,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
261,TRAINER_SIDNEY,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
262,TRAINER_PHOEBE,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
263,TRAINER_GLACIA,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
264,TRAINER_KIP,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
265,TRAINER_ROXANNE_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
266,TRAINER_DICK,Yes,No,Rematch/MatchCall,OK,Yes,Has party and is triggered via: Rematch/MatchCall
267,TRAINER_WATTSON_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
268,TRAINER_PING,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
269,TRAINER_NORMAN_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
270,TRAINER_WINONA_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
271,TRAINER_TATE_AND_LIZA_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
272,TRAINER_JUAN_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
273,TRAINER_ARCHER_1,Yes,No,Rematch/MatchCall,OK,Yes,Has party and is triggered via: Rematch/MatchCall
274,TRAINER_TED,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
275,TRAINER_PAUL,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
276,TRAINER_ARCHER_4,Yes,No,Rematch/MatchCall,OK,Yes,Has party and is triggered via: Rematch/MatchCall
277,TRAINER_ARCHER_5,Yes,No,Rematch/MatchCall,OK,Yes,Has party and is triggered via: Rematch/MatchCall
278,TRAINER_PETREL_2,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
279,TRAINER_PROTON_2,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
280,TRAINER_UNUSEDNAME_2,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
281,TRAINER_GEORGIA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
282,TRAINER_BLUE_2,Yes,No,-,ORPHANED_PARTY,No,Has a full party defined but is never referenced by any script or game system found
283,TRAINER_KAREN_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
284,TRAINER_KAREN_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
285,TRAINER_KAREN_5,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
286,TRAINER_KATE_AND_JOY,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
287,TRAINER_ANNA_AND_MEG_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
288,TRAINER_ANNA_AND_MEG_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
289,TRAINER_ANNA_AND_MEG_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
290,TRAINER_ANNA_AND_MEG_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
291,TRAINER_ANNA_AND_MEG_5,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
292,TRAINER_VICTOR,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
293,TRAINER_MIGUEL_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
294,TRAINER_GRUNT_26,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
295,TRAINER_MIGUEL_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
296,TRAINER_MIGUEL_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
297,TRAINER_MIGUEL_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
298,TRAINER_MIGUEL_5,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
299,TRAINER_VICTORIA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
300,TRAINER_VANESSA,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
301,TRAINER_BETHANY,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
302,TRAINER_LTSURGE,Yes,Yes,Rematch/MatchCall|BattleDome/PWT,OK,Yes,Has party and is triggered by a map trainerbattle script
303,TRAINER_ERIKA,Yes,Yes,Rematch/MatchCall|BattleDome/PWT,OK,Yes,Has party and is triggered by a map trainerbattle script
304,TRAINER_SABRINA,Yes,Yes,Rematch/MatchCall|BattleDome/PWT,OK,Yes,Has party and is triggered by a map trainerbattle script
305,TRAINER_JANINE,Yes,Yes,Rematch/MatchCall|BattleDome/PWT,OK,Yes,Has party and is triggered by a map trainerbattle script
306,TRAINER_BLAINE,Yes,Yes,Rematch/MatchCall|BattleDome/PWT,OK,Yes,Has party and is triggered by a map trainerbattle script
307,TRAINER_TIMOTHY_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
308,TRAINER_BEARNESE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
309,TRAINER_TIMOTHY_3,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
310,TRAINER_TIMOTHY_4,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
311,TRAINER_TIMOTHY_5,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
312,TRAINER_VICKY,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
313,TRAINER_SHELBY_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
314,TRAINER_SHELBY_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
315,TRAINER_SHELBY_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
316,TRAINER_SHELBY_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
317,TRAINER_SHELBY_5,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
318,TRAINER_EUGENE,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
319,TRAINER_BILLY,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
320,TRAINER_JOSH,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
321,TRAINER_TOMMY,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
322,TRAINER_JOEY,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
323,TRAINER_BEN,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
324,TRAINER_QUINCY,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
325,TRAINER_KATELYNN,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
326,TRAINER_RIVAL_TOTODILE_3,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
327,TRAINER_KENNETH,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
328,TRAINER_FIDEL,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
329,TRAINER_FRAN,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
330,TRAINER_FRITZ,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
331,TRAINER_GAKU,Yes,No,Rematch/MatchCall,OK,Yes,Has party and is triggered via: Rematch/MatchCall
332,TRAINER_EDDIE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
333,TRAINER_ALLEN,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
334,TRAINER_TIMMY,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
335,TRAINER_WALLACE,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
336,TRAINER_ANDREW,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
337,TRAINER_IVAN,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
338,TRAINER_CLAUDE,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
339,TRAINER_MASA,Yes,No,Rematch/MatchCall,OK,Yes,Has party and is triggered via: Rematch/MatchCall
340,TRAINER_NED,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
341,TRAINER_DALE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
342,TRAINER_NOLAN,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
343,TRAINER_CYBIL,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
344,TRAINER_WADE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
345,TRAINER_CARTER,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
346,TRAINER_MATHEW,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
347,TRAINER_MEG_AND_PEG,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
348,TRAINER_MEGAN,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
349,TRAINER_MICHAEL,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
350,TRAINER_RONALD,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
351,TRAINER_RIVAL_CYNDAQUIL_2,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
352,TRAINER_ANTHONY,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
353,TRAINER_BENJAMIN_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
354,TRAINER_BENJAMIN_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
355,TRAINER_BENJAMIN_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
356,TRAINER_BENJAMIN_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
357,TRAINER_BENJAMIN_5,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
358,TRAINER_ABE,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
359,TRAINER_JASMINE,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
360,TRAINER_AL,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
361,TRAINER_ALFRED,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
362,TRAINER_ALLAN,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
363,TRAINER_ANDRE,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
364,TRAINER_LEWIS,Yes,No,Rematch/MatchCall,OK,Yes,Has party and is triggered via: Rematch/MatchCall
365,TRAINER_LI,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
366,TRAINER_LISA,Yes,No,Rematch/MatchCall,OK,Yes,Has party and is triggered via: Rematch/MatchCall
367,TRAINER_LIZ,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
368,TRAINER_LLOYD,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
369,TRAINER_MARIA_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
370,TRAINER_MARIA_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
371,TRAINER_MARIA_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
372,TRAINER_MARIA_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
373,TRAINER_MARIA_5,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
374,TRAINER_GARRETT,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
375,TRAINER_JULIA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
376,TRAINER_WILL_2,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
377,TRAINER_PABLO_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
378,TRAINER_GRUNT_14,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
379,TRAINER_BRUNO_1,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
380,TRAINER_BRUNO_2,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
381,TRAINER_KAREN_1,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
382,TRAINER_KAREN_2,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
383,TRAINER_KOGA_1,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
384,TRAINER_KIM,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
385,TRAINER_TALIA,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
386,TRAINER_KATELYN_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
387,TRAINER_BOB,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
388,TRAINER_KATELYN_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
389,TRAINER_KATELYN_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
390,TRAINER_KATELYN_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
391,TRAINER_KATELYN_5,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
392,TRAINER_NICOLAS_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
393,TRAINER_NICOLAS_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
394,TRAINER_NICOLAS_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
395,TRAINER_NICOLAS_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
396,TRAINER_NICOLAS_5,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
397,TRAINER_AARON,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
398,TRAINER_PERRY,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
399,TRAINER_HUGH,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
400,TRAINER_PHIL,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
401,TRAINER_JARED,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
402,TRAINER_CHUCK_2,Yes,Yes,BattleDome/PWT,OK,Yes,Has party and is triggered by a map trainerbattle script
403,TRAINER_PRESLEY,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
404,TRAINER_LOIS,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
405,TRAINER_COLIN,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
406,TRAINER_ROBERT_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
407,TRAINER_BENNY,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
408,TRAINER_GRUNT_15,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
409,TRAINER_ROBERT_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
410,TRAINER_ROBERT_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
411,TRAINER_ROBERT_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
412,TRAINER_ROBERT_5,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
413,TRAINER_ALEX,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
414,TRAINER_DANNY,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
415,TRAINER_YASU,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
416,TRAINER_TAKASHI,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
417,TRAINER_KENJI,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
418,TRAINER_JANI,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
419,TRAINER_LAO_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
420,TRAINER_LUNG,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
421,TRAINER_LAO_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
422,TRAINER_LAO_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
423,TRAINER_LAO_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
424,TRAINER_LAO_5,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
425,TRAINER_JOCELYN,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
426,TRAINER_LAURA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
427,TRAINER_JASMINE_2,Yes,Yes,BattleDome/PWT,OK,Yes,Has party and is triggered by a map trainerbattle script
428,TRAINER_GRUNT_28,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
429,TRAINER_PAULA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
430,TRAINER_JAKE,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
431,TRAINER_JAMES,Yes,No,Rematch/MatchCall,OK,Yes,Has party and is triggered via: Rematch/MatchCall
432,TRAINER_JASON,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
